@relation fences

@attribute grasshealth numeric
@attribute wolfdistance numeric
@attribute sheepdistance numeric
@attribute hassheepoutside {True, False}
@attribute updown {up, down, null}

@data
1,23.38251,35.26926,False,null
0.849197,15.76508,7.947412,False,null
0.8483223,21.86731,7.67047,False,null
1,34.90844,48.46264,False,null
1,31.2687,44.23911,False,null
0.7977662,21.86731,7.380677,False,null
0.7977662,18.28057,1.634632,False,null
0.7977662,10.22437,4.47779,False,null
1,28.06438,42.20517,False,null
0.7491546,15.93868,8.449982,False,null
0.7467586,22.0843,6.521715,False,null
0.6967564,26.66007,6.131546,False,null
0.6967564,15.08167,5.381703,False,null
1,23.24129,42.96126,False,null
1,30.25638,49.83419,False,null
1,27.11901,45.7787,False,null
0.6460923,31.28981,5.501799,False,null
0.6460923,27.58848,1.18987,False,null
1,18.73902,43.35752,False,null
1,23.67264,46.05101,False,null
0.5969517,29.14259,8.534277,False,null
1,22.00264,51.25793,False,null
1,12.23772,39.50146,False,null
0.5460521,40.55691,3.584417,False,null
0.5460521,36.72495,1.447317,False,null
0.5460521,28.96965,7.463207,False,null
1,18.43623,47.78734,False,null
0.4952052,45.35234,4.02893,False,null
0.4952052,41.47575,1.747759,False,null
1,17.1298,47.86935,False,null
1,10.61113,40.63467,False,null
0.4468656,43.7632,7.602041,False,null
0.4351689,46.86801,2.089848,False,null
1,5.122808,46.22767,False,null
1,12.19452,52.52621,False,null
0.3851544,45.40251,2.000278,False,null
1,15.67176,52.95356,False,null
0.3346611,41.14056,2.003192,False,null
0.3346611,33.85308,7.931255,False,null
1,9.892735,46.09769,False,null
1,18.23317,52.43241,False,null
0.2828684,40.36192,4.562239,False,null
0.2828684,35.54761,1.719261,False,null
1,13.94778,45.64885,False,null
1,22.40674,52.10163,False,null
0.2335288,30.48875,8.753881,False,null
0.2326521,36.22708,4.030772,False,null
0.2326521,31.15851,1.73299,False,null
0.2326521,24.24903,7.341731,False,null
1,26.10815,47.60592,False,null
1,17.79274,40.30849,False,null
0.183438,26.92949,9.204257,False,null
0.1825767,20.18789,8.001994,False,null
1,21.86835,46.20284,False,null
1,30.01352,52.81926,False,null
1,20.70728,41.02008,False,null
0.133269,23.63058,9.227427,False,null
0.1323895,28.2065,3.618996,False,null
0.1323895,22.41182,1.794928,False,null
0.1323895,16.28151,8.015473,False,null
1,26.15819,46.21553,False,null
1,34.1379,52.83334,False,null
0,33.2746,8.00166,False,down
0,42.76189,8.899992,True,up
0,46.25575,8.855559,True,down
0,46.75077,3.187077,True,up
0,50.88802,3.924337,True,down
0.05046354,54.33107,8.530117,True,up
0.08421973,50.85795,3.993173,True,up
0,13.68232,1.494448,False,down
0,13.86778,3.496556,False,down
0,38.70467,2.938756,False,up
0,50.28254,6.682875,False,up
0,42.59253,7.812932,False,down
0,41.00934,2.579219,False,down
0,50.4306,2.515713,False,down
0.1610696,55.46367,8.982442,True,up
0.248116,55.29938,9.967208,True,up
0,25.92341,1.385606,False,down
0,39.21622,4.03232,False,down
0.1943221,28.22914,8.952559,True,up
1,51.55211,1.728831,True,up
1,47.30528,1.750822,True,down
0.6200434,44.33334,5.118406,True,up
0,6.217425,3.541334,True,down
0,1.377534,6.452741,True,down
0,25.04614,3.052889,True,down
1,28.6868,10.84847,True,up
1,36.08532,11.63709,True,up
1,28.69076,10.44071,True,down
1,36.08847,10.56314,True,down
0.8178871,28.6868,9.565815,True,up
0.7161894,40.5084,2.325789,True,up
0.6797406,36.08532,8.375349,True,up
0,40.51065,5.053737,True,down
0,60.778,1.408325,True,down
0.1927672,63.86765,14.72449,True,up
0.2268006,55.41315,14.11394,True,up
1,55.41525,2.30763,True,down
1,63.86948,7.923996,True,down
0.7185726,55.41316,3.759452,True,up
0,55.41527,2.506985,True,down
0.09995707,55.41316,8.386416,True,up
0.3013528,55.41527,12.3883,True,down
0.3337028,63.86767,15.23798,True,up
0.3695098,55.41316,13.24972,True,up
1,24.19074,6.572752,True,down
0.4813828,24.18591,6.093775,True,up
0,15.71141,3.927181,True,down
0,24.38449,4.306938,True,down
1,48.4306,5.452523,True,down
0,28.27532,1.482817,False,down
0.3565709,28.2713,13.3282,True,up
0.3934855,25.55022,9.430211,True,up
0.5004309,25.55467,9.289203,True,down
0.5247783,17.25281,16.50961,True,up
0.5808535,25.55022,7.871072,True,up
1,27.55511,4.521029,True,down
0.8839839,19.49846,5.563238,True,down
0.1789266,19.57318,1.959222,True,up
0.1452838,27.74428,6.173317,True,up
0,20.38725,3.602306,True,down
0,28.35781,2.659753,True,down
0.1218172,41.5712,8.122563,True,up
0.1511534,35.45252,14.08192,True,up
1,19.27364,6.093028,True,down
0.7697991,64.54609,4.32609,True,down
0.1663791,63.1165,12.40446,True,up
0.3417702,43.41996,17.51825,True,up
1,32.39675,6.054637,True,down
0.9160098,41.88283,5.428326,True,down
0.3441707,50.45834,4.771026,True,up
0,45.83161,1.560572,True,down
0,57.14694,5.133535,True,down
0,66.23507,2.69291,True,down
0.2365463,7.408253,13.24818,True,up
0.2709596,14.68623,10.01522,True,up
0.6186968,22.02201,17.53838,True,up
0.7585614,34.30223,19.70104,True,down
0.787887,44.42549,12.23713,True,up
0.8471313,41.63667,20.27176,True,up
1,30.3164,4.547092,True,down
0.7878022,33.36444,6.599424,True,down
0.1733573,52.71077,9.566321,True,up
0.2028564,56.19665,18.87718,True,up
1,65.95158,5.057363,True,down
1,62.17297,5.999249,True,down
0.9391648,59.51189,2.542422,True,up
0.8651633,65.80418,5.342793,True,up
0,58.31446,1.365095,True,down
0,66.65807,2.487009,True,down
0,67.91418,5.0206,True,down
0,70.39126,2.08288,True,down
0.15301,56.61245,11.13583,True,up
0.2737018,41.92874,16.91811,True,up
0.4555567,31.53796,12.63517,True,down
0.4811781,21.99626,20.6477,True,up
0.5335764,25.24873,12.9082,True,up
0.8393697,14.62855,22.57259,True,up
1,20.74829,3.957712,True,down
0,44.64157,1.572923,False,down
1,19.4192,7.418324,True,up
1,19.31355,7.78269,True,down
1,38.68131,7.86174,True,down
0.9288065,28.06442,8.37757,True,up
0.8628237,39.48739,1.785972,True,up
0.8318537,48.82503,3.378928,True,up
0,45.3793,2.024236,True,down
0,52.24377,5.088314,True,down
0.08651108,52.3454,6.968162,True,up
0.119746,44.88343,9.015193,True,up
1,12.17616,9.004761,True,down
1,14.28156,6.792984,True,down
0.463576,8.779689,1.600748,True,down
0.1505317,30.42806,4.584547,True,up
0.1917695,30.99461,12.0931,True,up
0.2749239,28.6399,20.97588,True,up
1,22.73954,6.636464,True,down
1,12.95117,8.344961,True,down
0.8760034,14.73184,14.74405,True,up
0.8978016,16.57961,7.960886,True,up
1,47.74546,7.903769,True,down
1,43.41777,7.443783,True,down
0.7658291,43.0054,8.95669,True,up
0.6919532,47.43425,8.313135,True,up
0,54.67604,2.450438,True,down
0,50.98269,3.423191,True,down
0.1300321,54.50191,6.954226,True,up
0.1605041,50.81276,16.58655,True,up
1,14.79554,5.757572,True,down
1,16.89061,6.638982,True,down
0.9320557,16.92991,33.40488,True,up
0.9680703,14.8693,31.70317,True,up
1,47.43019,10.64601,True,down
0.6794303,43.08015,5.649274,True,up
0.640938,47.4284,10.68227,True,up
0,47.43154,3.929505,True,down
0,54.57415,4.209,True,down
0.1074976,54.57196,12.92716,True,up
0.1430614,47.42902,20.45398,True,up
0,54.16531,4.011448,False,down
0,51.03941,2.224685,False,down
0.0791977,64.92546,6.466405,True,up
0.1067747,63.09103,7.038438,True,up
1,50.55566,4.356169,True,down
1,46.78276,1.574177,True,down
0.9244951,46.7803,2.175507,True,up
0.8987951,50.55338,3.290076,True,up
0,50.55561,2.886559,True,down
0,46.78272,3.795239,True,down
0,43.48482,3.630073,True,down
0.1686684,46.78025,18.21592,True,up
0.3254186,50.55332,13.62402,True,up
0.3645402,43.48216,12.25479,True,up
1,31.31203,3.389245,True,down
1,28.5241,7.092324,True,down
0.3704972,28.52006,1.985904,True,up
0.3273226,31.30835,5.516036,True,up
0,21.09629,3.730448,True,down
0,16.08402,5.038135,True,down
0,16.1621,4.976424,True,up
0,15.96526,6.325817,True,down
0,28.06368,4.072014,True,down
0.4649829,28.05229,15.42276,True,up
0.5032923,21.54838,20.08177,True,up
0.5261095,16.43697,27.33104,True,up
1,44.03869,7.938331,True,down
1,52.14212,8.913035,True,down
0.6205434,52.14776,3.599515,True,up
0.585903,44.04397,3.092684,True,up
0,44.04958,2.795282,True,down
0,42.09057,3.376239,True,down
0.03901486,44.04723,3.283258,True,up
0.08118213,42.08846,11.56102,True,up
1,21.52874,8.317019,True,down
0.5476325,27.97519,3.151907,True,down
0,7.591312,2.89903,True,up
0,16.68911,3.261394,True,up
0,9.820526,3.939111,True,down
0,35.55464,5.244524,True,down
0,35.96941,4.501487,True,down
0,27.79877,4.71449,True,down
0.1439202,13.98881,11.50551,True,up
0.1750504,14.12527,10.10523,True,up
0.2694078,10.33049,22.77968,True,up
0.3424036,16.29425,22.26554,True,up
0.8277348,9.419507,5.221881,False,down
0,29.69016,8.594783,False,down
0,31.66113,2.022629,False,down
0.1424099,23.20019,8.551455,True,up
0.1710305,18.23294,17.68625,True,up
1,46.78686,1.972244,True,down
0.6042976,46.78442,5.559258,True,up
0,43.55296,3.129532,True,down
0,50.59901,2.856658,True,down
0.1476353,50.59675,6.480545,True,up
0.1773495,43.55033,8.880367,True,up
1,12.49957,3.724486,True,down
0.649591,16.53642,1.95166,True,down
0.5542035,16.52951,2.206876,True,up
0.3101003,12.49042,4.643951,True,up
0,7.156787,2.541799,True,down
0,10.84077,1.42572,True,down
0,38.95157,7.913614,True,down
0.2058835,66.26102,6.864016,True,up
0.2255365,58.90871,15.17558,True,up
0.2882019,55.70296,19.47728,True,up
1,30.10526,2.611692,True,down
1,27.2206,5.155866,True,down
0.8133138,36.21526,2.261835,True,up
0.7797127,37.15214,6.449373,True,up
0,40.08302,1.195731,True,down
0,31.9216,3.27823,True,down
0.02666146,29.02661,5.55374,True,up
0.06583764,29.16491,8.285106,True,down
0.1024189,29.6807,10.41975,True,up
0.1363729,38.97328,12.5702,True,up
1,46.40392,8.362294,True,down
0.5236444,41.99067,5.242427,True,up
0.4789561,46.39041,8.662045,True,up
0,46.88139,2.474546,True,down
0,53.97781,4.292535,True,down
0,42.40528,9.1634,True,down
0.1260251,53.71531,11.08601,True,up
0.1553983,46.57227,15.78584,True,up
0.1903944,42.16826,25.04486,True,up
1,53.52652,5.034569,True,down
1,46.44695,10.32902,True,down
0.7803392,53.57612,2.004046,True,up
0.7508323,46.49841,4.935089,True,up
0,53.64516,2.024719,True,down
0,46.57123,6.992715,True,down
0.1654452,53.65498,7.548357,True,up
0.1981271,46.57875,8.009268,True,up
1,14.60387,4.397744,True,down
0,17.24193,5.177656,True,down
1,3.669889,38.29721,False,down
1,8.662238,50.64081,False,up
1,22.61617,38.9953,False,up
0,56.92817,5.446929,False,down
0,57.43592,7.434241,False,down
0,64.05766,1.309666,False,down
0,56.451,4.334597,False,down
0.08501144,52.03819,6.054413,True,up
0.1114911,47.79088,12.39731,True,up
0.1484958,38.75237,20.07086,True,up
0.1905424,43.23033,16.66429,True,up
1,26.03134,6.671023,True,down
1,3.782942,3.244787,True,up
0,6.128558,7.008328,False,down
0,55.63468,2.217975,True,down
0.1005567,63.32958,3.06725,True,up
0.1227886,64.37096,3.25593,True,down
0.1839497,66.06688,2.387828,True,up
0.4320208,66.25579,9.168664,True,up
0.4725487,57.96398,13.78303,True,up
1,66.49921,1.192565,True,down
0.7093283,57.71207,4.568099,True,down
0.1566185,57.97436,4.173633,True,up
0.2047804,66.45886,14.05668,True,up
1,26.51087,1.33984,True,down
1,27.47108,6.065006,True,down
0.4530587,27.44631,5.653666,True,up
0.3656089,26.46018,9.370395,True,up
0,32.74755,5.048326,True,down
0,31.01592,1.559893,True,down
0,39.48272,6.183136,True,down
0.08808073,31.01334,11.45078,True,up
0.1190194,39.48087,7.692166,True,up
0.1652661,32.74513,20.32233,True,up
1,73.17235,5.706546,True,down
1,73.68396,8.587962,True,down
0.8114346,81.65764,2.327797,True,down
0.7831168,81.65637,7.825955,True,up
0.8259898,73.17114,16.09904,True,up
0.8617134,73.68267,15.08347,True,up
1,82.11653,6.848254,True,down
0.9240309,73.68437,5.802558,True,down
0.8716217,73.68285,1.36321,True,up
0.8389558,82.11526,5.304193,True,up
0.7182344,82.1167,5.497243,True,down
0.5568764,82.11528,6.988952,True,up
0,73.68452,4.048385,True,down
0,81.65816,4.586642,True,down
0,73.68293,9.82929,True,up
0,82.11681,3.028611,True,down
0.1538891,81.65673,9.800794,True,up
0.1749696,81.65821,10.21092,True,down
0.2049045,82.11533,7.059691,True,up
0.2298533,81.65672,10.76148,True,up
1,81.65823,2.790135,True,down
0.9949437,82.11684,6.17707,True,down
0.780315,82.11534,3.427033,True,up
0.7513461,81.65673,1.945474,True,up
0,81.65825,1.615839,True,down
0,82.11685,2.939234,True,down
0.07011928,81.65674,13.31172,True,up
0.106173,82.11534,9.165512,True,up
0.1767199,73.68293,3.159011,True,up
1,73.68461,4.672697,True,down
0.9014979,73.68293,1.808709,True,up
0,73.68461,2.528574,True,down
0.08473907,73.68293,7.164855,True,up
1,40.86073,5.405106,True,down
0.7832262,32.7511,4.31215,True,down
0.5757354,40.8577,9.517749,True,up
0.6098083,32.74732,6.274802,True,up
1,32.7511,2.614781,True,down
1,81.65411,50.64345,True,null
0.7702115,66.03058,11.13488,True,null
0.8879981,12.49042,0.4334519,True,null
0,46.91136,7.317303,False,null
1,53.52839,33.48442,True,null
1,31.02057,62.62122,True,null
0.9766148,31.01901,28.96986,True,null
1,17.15939,46.41457,False,null
1,43.55296,41.75066,True,null
1,44.90225,34.92305,True,null
1,13.17505,31.24331,True,null
1,46.59879,34.14014,True,null
1,39.487,38.26055,True,null
1,14.51473,39.05643,True,null
1,16.82792,47.94267,True,null
0.6148774,55.403,19.27368,True,null
1,11.76339,50.73946,True,null
1,17.55114,58.02664,True,null
0.9275967,27.45822,0.5057237,True,null
0,82.11685,4.419763,True,null
0,6.136264,1.200982,True,null
1,39.48726,38.53706,True,null
1,6.550542,37.77273,False,null
1,82.11351,52.58746,True,null
1,25.65965,17.70192,True,null
1,45.69752,36.89703,True,null
0.003383046,39.05907,13.50668,True,null
1,32.75108,48.52584,True,null
0,43.90694,6.089242,True,null
0.8879981,12.49042,0.4334519,True,null
1,31.02061,44.25219,True,null
1,14.4622,42.11617,True,null
1,82.11409,52.37075,True,null
1,11.02523,50.52859,True,null
0.4367978,5.161577,16.3195,True,null
0.5190816,46.19265,20.52535,True,null
1,12.49956,39.2772,True,null
0.1869953,42.17156,24.77818,True,null
1,46.78686,25.55155,True,null
1,30.84575,33.15994,True,null
1,40.86062,42.13679,True,null
1,20.55682,22.93857,True,null
0.07078128,24.79835,13.58466,True,null
1,50.59901,49.15729,True,null
1,34.34051,32.71746,True,null
1,5.794781,29.13987,True,null
1,36.92762,44.92061,True,null
1,40.86073,27.38467,True,null
0.8172367,42.04726,0.6250432,True,null
1,67.32322,42.87487,True,null
0,6.887259,5.279644,True,null
0,68.60404,7.078577,True,null
1,39.43907,40.81835,True,null
1,41.22752,40.54832,True,null
1,6.154706,11.40932,True,null
1,14.37086,50.61436,True,null
0,6.13628,1.200982,True,null
1,14.59637,31.07586,True,null
1,32.75106,57.55705,True,null
1,32.7511,39.5805,True,null
1,49.71723,14.55681,True,null
0,66.23173,6.58572,True,null
0.8493136,81.65823,13.24223,True,null
1,66.17931,44.98684,True,null
1,19.71329,56.50103,True,null
1,75.73004,47.59714,True,null
0.8856691,42.13024,11.67476,True,null
0.6468042,73.17315,26.65956,True,null
1,82.11623,14.0985,True,null
0.4377134,46.43484,16.5015,True,null
1,18.19928,30.81392,True,null
0.9156151,82.11525,5.768167,True,null
1,34.90679,50.79628,False,null
1,21.94637,34.74687,True,null
1,81.65673,2.280537,True,null
1,12.49955,41.73706,True,null
1,10.65324,25.50272,True,null
0,35.53647,8.838397,True,null
0.5104778,81.6581,7.936984,True,null
1,10.78303,21.91067,True,null
0.04385198,81.65825,16.15227,True,null
1,32.75103,63.7129,True,null
1,40.86073,29.75456,True,null
0,57.76479,8.653854,True,null
