0.7505186,15.75391,8.491863,inside,outside,up
0.7496377,21.8519,7.317529,inside,outside,up
0.7496377,18.26213,1.308329,inside,outside,up
0.7496377,10.20714,4.830914,inside,outside,up
0.5004778,37.00836,8.757042,inside,outside,up
0.4996236,40.24397,5.105506,inside,outside,up
0.4996236,33.0049,1.226236,inside,outside,up
0.4996236,28.97181,6.184356,inside,outside,up
0.251482,57.03386,8.731042,inside,outside,up
0.2494756,59.51183,5.379865,inside,outside,up
0.2494756,51.67583,1.256719,inside,outside,up
0.2494756,48.80159,6.76686,inside,outside,up
9.785595E-05,47.41137,8.882142,inside,outside,up
0,52.95799,5.240048,inside,outside,up
0,47.2694,1.301471,inside,outside,up
0,40.95955,6.370115,inside,outside,up
0,48.27813,7.879277,inside,outside,up
0,56.07709,6.290423,inside,outside,up
0,53.56333,1.294852,inside,outside,up
0,45.33397,4.707124,inside,outside,up
0,55.84548,8.646551,inside,outside,up
0,64.3226,6.66642,inside,outside,up
0,64.54156,1.33325,inside,outside,up
0,56.09753,3.906986,inside,outside,up
0.1023185,41.35839,15.75539,outside,inside,down
0.103166,49.41932,10.76994,outside,inside,down
0.103166,52.47614,3.762552,outside,inside,down
0.103166,44.96656,11.33839,outside,inside,down
0.3526303,37.67352,21.41356,outside,outside,down
0.3534627,43.21724,14.71614,outside,outside,down
0.3534627,49.56535,9.913921,outside,outside,up
0.3534627,44.81393,17.97427,outside,outside,up
0.6029999,44.86414,23.04423,outside,outside,up
0.603863,46.54507,16.34969,outside,outside,up
0.603863,54.73001,11.5278,outside,outside,up
0.603863,53.3078,19.63239,outside,outside,up
0.8535209,28.89756,26.16963,outside,outside,up
0.8543713,27.01051,19.02679,outside,outside,up
0.8543713,35.47741,15.05017,outside,outside,up
0.8543713,36.93437,23.29843,outside,outside,up
1,27.1272,21.16492,outside,outside,up
1,19.37197,14.08588,outside,outside,up
1,24.58589,10.51522,outside,outside,up
1,31.0657,18.97661,outside,outside,up
1,38.27994,15.30764,outside,outside,up
1,30.07107,8.274668,outside,outside,down
1,28.80687,5.986822,outside,outside,down
1,37.29198,14.19395,outside,outside,down
0.7962559,23.60894,3.443718,inside,outside,up
0.7953762,15.97598,3.385956,inside,outside,up
0.7953762,21.68089,5.615224,inside,outside,down
0.7953762,27.78869,6.642719,inside,outside,down
0.5455896,27.54152,6.013897,inside,outside,up
0.5447222,26.67214,6.542197,inside,outside,up
0.5447222,35.14656,4.256726,inside,outside,up
0.5447222,35.81079,2.428817,inside,outside,up
0.2949563,44.03406,6.694787,inside,outside,up
0.2940932,46.40716,5.670934,inside,outside,up
0.2940932,54.3978,2.53826,inside,outside,up
0.2940932,52.38792,4.156234,inside,outside,up
0.04469976,36.996,5.33667,inside,outside,up
0.04382535,43.21821,5.613006,inside,outside,up
0.04382535,48.98891,3.814606,inside,outside,up
0.04382535,43.59821,4.16977,inside,outside,up
0,43.00067,8.123554,inside,outside,up
0,51.2632,7.779265,inside,outside,up
0,53.67537,3.478009,inside,outside,up
0,45.84961,2.091391,inside,outside,up
0,57.62641,8.903314,inside,outside,up
0,66.06699,7.40981,inside,outside,up
0,65.80157,1.691274,inside,outside,up
0,57.32193,4.612361,inside,outside,up
0,46.89492,11.59139,middle,outside,down
0,54.46305,12.32017,middle,outside,down
0,51.4847,5.425444,middle,outside,down
0,43.40028,3.341476,middle,outside,down
0.2255439,46.27098,16.73989,outside,outside,up
0.2263904,51.26397,16.48258,outside,outside,up
0.2263904,45.09348,8.444077,outside,outside,up
0.2263904,39.32468,8.725422,outside,outside,up
0.4760587,56.94228,19.0579,outside,outside,up
0.4769382,58.75124,18.30806,outside,outside,up
0.4769382,50.66759,9.986626,outside,outside,up
0.4769382,48.55841,11.22819,outside,outside,up
0.7262006,38.14063,15.7274,outside,outside,up
0.7270589,41.97599,14.43497,outside,outside,up
0.7270589,35.08633,5.962911,outside,outside,up
0.7270589,30.39366,8.615396,outside,outside,up
0.9762043,26.26746,19.97222,outside,outside,up
0.9770648,33.78613,19.08197,outside,outside,up
0.9770648,31.30221,10.70276,outside,outside,up
0.9770648,22.98488,12.21955,outside,outside,up
1,31.79139,17.76909,outside,outside,up
1,40.0684,15.86635,outside,outside,up
1,42.55034,7.398166,outside,outside,up
1,34.86757,10.89212,outside,outside,up
0.8425901,26.11292,11.69246,outside,outside,down
0.843451,34.12829,13.3081,outside,outside,down
0.843451,37.4539,6.653636,outside,outside,down
0.843451,30.3305,3.58276,outside,outside,down
1,14.87298,8.844293,outside,outside,down
1,23.02448,13.0905,outside,outside,down
1,22.69639,9.037925,outside,outside,down
1,14.35984,1.161354,outside,outside,down
0.9598202,18.91174,9.63386,outside,outside,down
0.9606708,26.93309,12.59808,outside,outside,down
0.9606708,25.9373,8.206906,outside,outside,down
0.9606708,17.46442,1.205357,outside,outside,down
0.9530001,12.07123,6.854357,middle,outside,down
0.9521205,18.13616,11.60676,middle,outside,down
0.9521205,15.12929,6.157404,middle,outside,down
0.9521205,6.75941,1.375923,middle,outside,down
0.8195433,12.0979,7.690924,outside,outside,down
0.8204101,17.18979,13.37015,outside,outside,down
0.8204101,13.31301,9.995189,outside,outside,down
0.8204101,5.301571,1.56128,outside,outside,down
0.8694177,30.70038,10.13497,outside,outside,down
0.8702903,36.90999,14.50954,outside,outside,down
0.8702903,32.34918,10.61764,outside,outside,down
0.8702903,25.03269,2.53391,outside,outside,down
1,20.12153,10.87934,outside,outside,down
1,25.16376,15.49916,outside,outside,down
1,20.04102,11.59632,outside,outside,down
1,13.1645,3.551162,outside,outside,down
1,32.35562,13.80482,outside,outside,down
1,36.85238,17.87617,outside,outside,down
1,30.59177,11.93373,outside,outside,down
1,24.9929,6.285791,outside,outside,down
1,38.74987,9.819629,outside,outside,down
1,42.12086,14.09928,outside,outside,down
1,34.92725,9.527041,outside,outside,down
1,30.77821,2.27386,outside,outside,down
1,39.52205,12.42439,outside,outside,down
1,44.74305,16.36713,outside,outside,down
1,38.89951,11.41503,outside,outside,down
1,32.76009,4.476522,outside,outside,down
1,59.69593,11.26324,outside,outside,down
1,64.22221,14.78809,outside,outside,down
1,57.52558,10.02956,outside,outside,down
1,52.42428,2.960608,outside,outside,down
1,37.50105,8.663473,outside,outside,down
1,41.98786,12.44284,outside,outside,down
1,35.5778,8.945818,outside,outside,down
